S/N,HOSTEL NAME,ROOM TYPE,PRICE (GHS),DISTANCE FROM CAMPUS(min walk to Campus),WATER,WIFI,SECURITY,TV ROOM,STUDY ROOM
644,KOTEI ANNEX,3 in 1,5500,20,No,No,Yes,No,No
644,KOTEI ANNEX,4 in 1,5500,20,No,No,Yes,No,No
645,RUBY CORNER,1 in 1,8600,12,Yes,Yes,Yes,No,No
645,RUBY CORNER,4 in 1,7800,12,Yes,Yes,Yes,No,No
645,RUBY CORNER,3 in 1,5200,12,Yes,Yes,Yes,No,No
646,STONE ANNEX,2 in 1,8900,13,Yes,No,No,No,Yes
646,STONE ANNEX,4 in 1,5200,13,Yes,No,No,No,Yes
646,STONE ANNEX,3 in 1,6600,13,Yes,No,No,No,Yes
647,SUSUANSO RESIDENCE,3 in 1,7600,10,Yes,No,No,No,No
647,SUSUANSO RESIDENCE,4 in 1,3800,10,Yes,No,No,No,No
647,SUSUANSO RESIDENCE,1 in 1,8800,10,Yes,No,No,No,No
647,SUSUANSO RESIDENCE,2 in 1,7800,10,Yes,No,No,No,No
648,AYIGYA LODGE HOSTEL,4 in 1,6200,5,Yes,Yes,No,No,No
648,AYIGYA LODGE HOSTEL,2 in 1,7900,5,Yes,Yes,No,No,No
649,SOUTHERN PARK,4 in 1,9200,20,Yes,No,No,No,No
649,SOUTHERN PARK,3 in 1,5700,20,Yes,No,No,No,No
650,GOLD MANSION,2 in 1,6800,14,No,No,No,No,No
650,GOLD MANSION,1 in 1,7800,14,No,No,No,No,No
650,GOLD MANSION,3 in 1,5900,14,No,No,No,No,No
650,GOLD MANSION,4 in 1,4600,14,No,No,No,No,No
651,KOTEI VILLA,4 in 1,7300,50,Yes,Yes,No,Yes,No
651,KOTEI VILLA,3 in 1,8700,50,Yes,Yes,No,Yes,No
652,SAPPHIRE GARDENS,4 in 1,4700,40,No,Yes,Yes,No,No
652,SAPPHIRE GARDENS,2 in 1,6400,40,No,Yes,Yes,No,No
653,VALLEY VIEW,2 in 1,8200,11,Yes,No,No,Yes,No
653,VALLEY VIEW,4 in 1,4700,11,Yes,No,No,Yes,No
654,AYIGYA OASIS,4 in 1,6400,12,Yes,Yes,Yes,Yes,Yes
654,AYIGYA OASIS,2 in 1,7800,12,Yes,Yes,Yes,Yes,Yes
655,EMENA VILLAGE,3 in 1,4500,40,Yes,Yes,No,No,No
655,EMENA VILLAGE,1 in 1,9800,40,Yes,Yes,No,No,No
656,MODERN VILLA,2 in 1,9800,11,Yes,Yes,Yes,Yes,Yes
656,MODERN VILLA,3 in 1,5800,11,Yes,Yes,Yes,Yes,Yes
656,MODERN VILLA,4 in 1,4900,11,Yes,Yes,Yes,Yes,Yes
656,MODERN VILLA,1 in 1,8700,11,Yes,Yes,Yes,Yes,Yes
657,VALLEY HALL,2 in 1,8000,40,No,Yes,Yes,Yes,Yes
657,VALLEY HALL,4 in 1,6500,40,No,Yes,Yes,Yes,Yes
657,VALLEY HALL,3 in 1,9500,40,No,Yes,Yes,Yes,Yes
658,CENTRAL PLACE,4 in 1,5200,10,No,No,No,Yes,No
658,CENTRAL PLACE,1 in 1,7600,10,No,No,No,Yes,No
658,CENTRAL PLACE,3 in 1,4700,10,No,No,No,Yes,No
659,KOTEI CHAMBERS,2 in 1,6500,13,Yes,Yes,No,Yes,Yes
659,KOTEI CHAMBERS,3 in 1,6600,13,Yes,Yes,No,Yes,Yes
659,KOTEI CHAMBERS,4 in 1,8200,13,Yes,Yes,No,Yes,Yes
660,REGAL HALL,1 in 1,7900,9,Yes,Yes,Yes,No,No
660,REGAL HALL,2 in 1,7900,9,Yes,Yes,Yes,No,No
660,REGAL HALL,3 in 1,6600,9,Yes,Yes,Yes,No,No
660,REGAL HALL,4 in 1,7300,9,Yes,Yes,Yes,No,No
661,AYIGYA HALL,1 in 1,9800,5,Yes,Yes,Yes,Yes,No
661,AYIGYA HALL,3 in 1,5900,5,Yes,Yes,Yes,Yes,No
661,AYIGYA HALL,4 in 1,4800,5,Yes,Yes,Yes,Yes,No
661,AYIGYA HALL,2 in 1,9000,5,Yes,Yes,Yes,Yes,No
662,GLORY COURT,1 in 1,9100,12,Yes,No,Yes,Yes,Yes
662,GLORY COURT,2 in 1,9800,12,Yes,No,Yes,Yes,Yes
662,GLORY COURT,3 in 1,7500,12,Yes,No,Yes,Yes,Yes
662,GLORY COURT,4 in 1,5000,12,Yes,No,Yes,Yes,Yes
663,KENTINKRONO HOMES,4 in 1,6400,70,Yes,Yes,No,No,Yes
663,KENTINKRONO HOMES,2 in 1,9100,70,Yes,Yes,No,No,Yes
663,KENTINKRONO HOMES,1 in 1,9200,70,Yes,Yes,No,No,Yes
663,KENTINKRONO HOMES,3 in 1,7400,70,Yes,Yes,No,No,Yes
664,SOUTHERN HOSTEL,1 in 1,9400,8,Yes,Yes,Yes,No,Yes
664,SOUTHERN HOSTEL,2 in 1,9100,8,Yes,Yes,Yes,No,Yes
664,SOUTHERN HOSTEL,3 in 1,8700,8,Yes,Yes,Yes,No,Yes
665,FAMILY JUNCTION,1 in 1,9000,5,Yes,Yes,Yes,No,No
665,FAMILY JUNCTION,4 in 1,5300,5,Yes,Yes,Yes,No,No
665,FAMILY JUNCTION,2 in 1,7700,5,Yes,Yes,Yes,No,No
666,NORTHERN COMPLEX,4 in 1,7300,9,Yes,Yes,No,No,No
666,NORTHERN COMPLEX,2 in 1,6400,9,Yes,Yes,No,No,No
666,NORTHERN COMPLEX,3 in 1,7200,9,Yes,Yes,No,No,No
667,ASHFORD HAVEN,4 in 1,4900,45,No,Yes,Yes,Yes,Yes
667,ASHFORD HAVEN,2 in 1,7600,45,No,Yes,Yes,Yes,Yes
667,ASHFORD HAVEN,3 in 1,8500,45,No,Yes,Yes,Yes,Yes
667,ASHFORD HAVEN,1 in 1,8600,45,No,Yes,Yes,Yes,Yes
668,GOLDEN COURT,1 in 1,8500,8,Yes,Yes,Yes,No,No
668,GOLDEN COURT,3 in 1,4700,8,Yes,Yes,Yes,No,No
669,PALM PLACE,3 in 1,7700,10,No,Yes,Yes,Yes,No
669,PALM PLACE,4 in 1,6500,10,No,Yes,Yes,Yes,No
670,SUNRISE POINT,3 in 1,9500,12,Yes,Yes,Yes,Yes,No
670,SUNRISE POINT,4 in 1,5000,12,Yes,Yes,Yes,Yes,No
670,SUNRISE POINT,1 in 1,8600,12,Yes,Yes,Yes,Yes,No
671,BELMONT MANOR,4 in 1,5900,14,Yes,Yes,No,No,No
671,BELMONT MANOR,1 in 1,9800,14,Yes,Yes,No,No,No
671,BELMONT MANOR,2 in 1,7400,14,Yes,Yes,No,No,No
671,BELMONT MANOR,3 in 1,7100,14,Yes,Yes,No,No,No
672,PLATINUM APARTMENTS,2 in 1,8400,6,No,Yes,No,No,No
672,PLATINUM APARTMENTS,1 in 1,8600,6,No,Yes,No,No,No
672,PLATINUM APARTMENTS,4 in 1,4800,6,No,Yes,No,No,No
673,PRIME COMPLEX,2 in 1,7800,10,Yes,Yes,Yes,No,No
673,PRIME COMPLEX,3 in 1,8200,10,Yes,Yes,Yes,No,No
674,DEDURU VILLA,4 in 1,4000,55,Yes,No,Yes,No,Yes
674,DEDURU VILLA,1 in 1,8500,55,Yes,No,Yes,No,Yes
675,WESTERN PLAZA,1 in 1,7700,13,No,No,Yes,Yes,Yes
675,WESTERN PLAZA,2 in 1,9200,13,No,No,Yes,Yes,Yes
675,WESTERN PLAZA,3 in 1,4500,13,No,No,Yes,Yes,Yes
675,WESTERN PLAZA,4 in 1,4700,13,No,No,Yes,Yes,Yes
676,EMENA HEIGHTS,1 in 1,8800,11,Yes,Yes,Yes,No,Yes
676,EMENA HEIGHTS,3 in 1,8900,11,Yes,Yes,Yes,No,Yes
677,MAYFAIR CHAMBERS,4 in 1,5400,55,No,No,No,Yes,No
677,MAYFAIR CHAMBERS,3 in 1,5900,55,No,No,No,Yes,No
677,MAYFAIR CHAMBERS,1 in 1,9800,55,No,No,No,Yes,No
677,MAYFAIR CHAMBERS,2 in 1,5600,55,No,No,No,Yes,No
678,HOPE COURT,1 in 1,6300,7,No,Yes,No,No,No
678,HOPE COURT,2 in 1,8100,7,No,Yes,No,No,No
678,HOPE COURT,3 in 1,5900,7,No,Yes,No,No,No
678,HOPE COURT,4 in 1,4000,7,No,Yes,No,No,No
679,EASTERN VIEW,2 in 1,8500,10,Yes,No,Yes,Yes,No
679,EASTERN VIEW,4 in 1,5900,10,Yes,No,Yes,Yes,No
679,EASTERN VIEW,3 in 1,5800,10,Yes,No,Yes,Yes,No
679,EASTERN VIEW,1 in 1,7200,10,Yes,No,Yes,Yes,No
680,PARADISE JUNCTION,2 in 1,8700,4,Yes,No,No,No,Yes
680,PARADISE JUNCTION,1 in 1,9000,4,Yes,No,No,No,Yes
681,KOTEI PLACE,3 in 1,6500,45,Yes,Yes,No,No,No
681,KOTEI PLACE,4 in 1,8300,45,Yes,Yes,No,No,No
681,KOTEI PLACE,2 in 1,6100,45,Yes,Yes,No,No,No
682,COMFORT ANNEX,2 in 1,5500,45,Yes,No,No,Yes,No
682,COMFORT ANNEX,1 in 1,7700,45,Yes,No,No,Yes,No
682,COMFORT ANNEX,3 in 1,6600,45,Yes,No,No,Yes,No
683,SUSUANSO PARK,3 in 1,7000,40,Yes,No,Yes,No,No
683,SUSUANSO PARK,4 in 1,5100,40,Yes,No,Yes,No,No
683,SUSUANSO PARK,1 in 1,8700,40,Yes,No,Yes,No,No
684,STAR COURT,2 in 1,5800,40,No,No,Yes,Yes,No
684,STAR COURT,3 in 1,8800,40,No,No,Yes,Yes,No
684,STAR COURT,4 in 1,5400,40,No,No,Yes,Yes,No
685,AYEDUASE VILLAGE,3 in 1,8300,20,Yes,No,No,No,No
685,AYEDUASE VILLAGE,4 in 1,6000,20,Yes,No,No,No,No
686,DEDURU HALL,4 in 1,6200,20,No,No,No,Yes,No
686,DEDURU HALL,3 in 1,7500,20,No,No,No,Yes,No
686,DEDURU HALL,2 in 1,8200,20,No,No,No,Yes,No
687,CENTRAL MANSION,1 in 1,9000,9,No,No,Yes,No,No
687,CENTRAL MANSION,4 in 1,7500,9,No,No,Yes,No,No
687,CENTRAL MANSION,2 in 1,7800,9,No,No,Yes,No,No
687,CENTRAL MANSION,3 in 1,7700,9,No,No,Yes,No,No
688,EMERALD COURT,2 in 1,7400,9,Yes,Yes,Yes,No,No
688,EMERALD COURT,4 in 1,7700,9,Yes,Yes,Yes,No,No
688,EMERALD COURT,1 in 1,7800,9,Yes,Yes,Yes,No,No
689,EMERALD INN,2 in 1,9800,14,Yes,No,No,No,No
689,EMERALD INN,1 in 1,8400,14,Yes,No,No,No,No
689,EMERALD INN,4 in 1,3400,14,Yes,No,No,No,No
690,GREENFIELD RESIDENCE,1 in 1,8500,10,Yes,No,Yes,Yes,No
690,GREENFIELD RESIDENCE,2 in 1,6600,10,Yes,No,Yes,Yes,No
690,GREENFIELD RESIDENCE,3 in 1,7900,10,Yes,No,Yes,Yes,No
691,HERITAGE PLACE,2 in 1,6600,9,Yes,Yes,No,No,No
691,HERITAGE PLACE,3 in 1,6000,9,Yes,Yes,No,No,No
691,HERITAGE PLACE,4 in 1,2700,9,Yes,Yes,No,No,No
692,FAIRVIEW RESIDENCE,3 in 1,6000,45,No,Yes,No,Yes,Yes
692,FAIRVIEW RESIDENCE,4 in 1,2600,45,No,Yes,No,Yes,Yes
693,PEARL HALL,4 in 1,3100,7,No,No,Yes,No,No
693,PEARL HALL,2 in 1,8600,7,No,No,Yes,No,No
694,CEDAR COMPLEX,3 in 1,7800,70,Yes,Yes,Yes,Yes,No
694,CEDAR COMPLEX,4 in 1,6100,70,Yes,Yes,Yes,Yes,No
694,CEDAR COMPLEX,1 in 1,7500,70,Yes,Yes,Yes,Yes,No
694,CEDAR COMPLEX,2 in 1,7500,70,Yes,Yes,Yes,Yes,No
695,EMERALD APARTMENTS,4 in 1,5500,55,Yes,Yes,No,No,Yes
695,EMERALD APARTMENTS,1 in 1,7300,55,Yes,Yes,No,No,Yes
696,KRONUM INN,3 in 1,8800,110,Yes,Yes,Yes,No,Yes
696,KRONUM INN,4 in 1,6800,110,Yes,Yes,Yes,No,Yes
696,KRONUM INN,1 in 1,8200,110,Yes,Yes,Yes,No,Yes
697,SUNSET APARTMENTS,2 in 1,7600,8,No,Yes,Yes,No,No
697,SUNSET APARTMENTS,4 in 1,5800,8,No,Yes,Yes,No,No
697,SUNSET APARTMENTS,3 in 1,4000,8,No,Yes,Yes,No,No
698,SAPPHIRE OASIS,1 in 1,8200,11,Yes,Yes,Yes,No,No
698,SAPPHIRE OASIS,4 in 1,4500,11,Yes,Yes,Yes,No,No
698,SAPPHIRE OASIS,3 in 1,5200,11,Yes,Yes,Yes,No,No
698,SAPPHIRE OASIS,2 in 1,7200,11,Yes,Yes,Yes,No,No
699,FAITH PLAZA,3 in 1,9300,6,Yes,Yes,Yes,Yes,No
699,FAITH PLAZA,4 in 1,6500,6,Yes,Yes,Yes,Yes,No
700,MAPLE COMPLEX,3 in 1,5800,9,Yes,Yes,Yes,No,Yes
700,MAPLE COMPLEX,1 in 1,9000,9,Yes,Yes,Yes,No,Yes
701,HOPE PARK,2 in 1,9500,10,Yes,Yes,Yes,Yes,Yes
701,HOPE PARK,1 in 1,9300,10,Yes,Yes,Yes,Yes,Yes
702,UNITY MANSION,1 in 1,8500,4,Yes,Yes,Yes,Yes,No
702,UNITY MANSION,3 in 1,5700,4,Yes,Yes,Yes,Yes,No
702,UNITY MANSION,2 in 1,8500,4,Yes,Yes,Yes,Yes,No
702,UNITY MANSION,4 in 1,6100,4,Yes,Yes,Yes,Yes,No
703,EMERALD LODGE HOSTEL,1 in 1,9300,7,Yes,No,Yes,No,No
703,EMERALD LODGE HOSTEL,3 in 1,7600,7,Yes,No,Yes,No,No
703,EMERALD LODGE HOSTEL,2 in 1,9000,7,Yes,No,Yes,No,No
704,LAKESIDE SUITES,2 in 1,6800,14,Yes,No,No,Yes,Yes
704,LAKESIDE SUITES,3 in 1,8600,14,Yes,No,No,Yes,Yes
705,NATIONAL JUNCTION,2 in 1,7800,14,Yes,Yes,Yes,No,Yes
705,NATIONAL JUNCTION,4 in 1,8600,14,Yes,Yes,Yes,No,Yes
705,NATIONAL JUNCTION,3 in 1,5700,14,Yes,Yes,Yes,No,Yes
705,NATIONAL JUNCTION,1 in 1,9800,14,Yes,Yes,Yes,No,Yes
706,MERCY COMPLEX,2 in 1,7800,9,Yes,Yes,Yes,No,Yes
706,MERCY COMPLEX,3 in 1,5700,9,Yes,Yes,Yes,No,Yes
707,VICTORY ANNEX,3 in 1,6000,80,Yes,Yes,Yes,No,No
707,VICTORY ANNEX,1 in 1,8100,80,Yes,Yes,Yes,No,No
708,SPRING GARDENS,4 in 1,6100,14,Yes,No,No,No,Yes
708,SPRING GARDENS,3 in 1,7400,14,Yes,No,No,No,Yes
708,SPRING GARDENS,1 in 1,7900,14,Yes,No,No,No,Yes
709,STONE PLACE,4 in 1,5500,12,Yes,No,Yes,No,No
709,STONE PLACE,1 in 1,9800,12,Yes,No,Yes,No,No
709,STONE PLACE,3 in 1,9200,12,Yes,No,Yes,No,No
710,SOUTHERN HAVEN,3 in 1,7300,13,Yes,Yes,Yes,No,No
710,SOUTHERN HAVEN,2 in 1,7600,13,Yes,Yes,Yes,No,No
710,SOUTHERN HAVEN,1 in 1,8500,13,Yes,Yes,Yes,No,No
711,LION OASIS,3 in 1,7600,4,Yes,Yes,Yes,No,Yes
711,LION OASIS,1 in 1,7400,4,Yes,Yes,Yes,No,Yes
712,PRIME SUITES,3 in 1,6300,12,Yes,Yes,Yes,No,No
712,PRIME SUITES,4 in 1,3000,12,Yes,Yes,Yes,No,No
712,PRIME SUITES,2 in 1,8100,12,Yes,Yes,Yes,No,No
712,PRIME SUITES,1 in 1,9000,12,Yes,Yes,Yes,No,No
713,KRONUM ANNEX,2 in 1,6900,5,Yes,Yes,Yes,No,No
713,KRONUM ANNEX,4 in 1,7800,5,Yes,Yes,Yes,No,No
714,PHOENIX JUNCTION,1 in 1,7200,100,Yes,Yes,Yes,No,Yes
714,PHOENIX JUNCTION,4 in 1,3300,100,Yes,Yes,Yes,No,Yes
715,JOY RESIDENCE,1 in 1,8600,14,No,Yes,Yes,Yes,Yes
715,JOY RESIDENCE,3 in 1,8200,14,No,Yes,Yes,Yes,Yes
715,JOY RESIDENCE,4 in 1,8000,14,No,Yes,Yes,Yes,Yes
716,EMENA PLAZA,2 in 1,6900,10,Yes,Yes,Yes,No,Yes
716,EMENA PLAZA,3 in 1,8200,10,Yes,Yes,Yes,No,Yes
716,EMENA PLAZA,4 in 1,5400,10,Yes,Yes,Yes,No,Yes
717,STONE JUNCTION,4 in 1,5200,6,Yes,Yes,Yes,No,No
717,STONE JUNCTION,3 in 1,7900,6,Yes,Yes,Yes,No,No
718,NORTHERN HOMES,2 in 1,8400,45,No,Yes,No,Yes,No
718,NORTHERN HOMES,1 in 1,6900,45,No,Yes,No,Yes,No
718,NORTHERN HOMES,4 in 1,7700,45,No,Yes,No,Yes,No
719,JOY ESTATE,1 in 1,9700,9,Yes,Yes,No,Yes,No
719,JOY ESTATE,4 in 1,4600,9,Yes,Yes,No,Yes,No
720,PRIME MANSION,3 in 1,7200,6,No,No,Yes,No,No
720,PRIME MANSION,4 in 1,6200,6,No,No,Yes,No,No
721,MERCY HALL,2 in 1,7900,13,Yes,Yes,Yes,Yes,Yes
721,MERCY HALL,4 in 1,4700,13,Yes,Yes,Yes,Yes,Yes
721,MERCY HALL,3 in 1,5700,13,Yes,Yes,Yes,Yes,Yes
722,KOTEI HOSTEL,4 in 1,5500,8,No,No,Yes,No,No
722,KOTEI HOSTEL,2 in 1,9200,8,No,No,Yes,No,No
723,PRIME VIEW,1 in 1,8900,9,Yes,No,No,No,Yes
723,PRIME VIEW,3 in 1,6100,9,Yes,No,No,No,Yes
724,ASHFORD VIEW,1 in 1,9200,35,Yes,No,Yes,Yes,No
724,ASHFORD VIEW,3 in 1,4000,35,Yes,No,Yes,Yes,No
724,ASHFORD VIEW,4 in 1,7200,35,Yes,No,Yes,Yes,No
725,HORIZON VIEW,3 in 1,4100,125,Yes,Yes,Yes,Yes,No
725,HORIZON VIEW,4 in 1,5000,125,Yes,Yes,Yes,Yes,No
725,HORIZON VIEW,1 in 1,7300,125,Yes,Yes,Yes,Yes,No
725,HORIZON VIEW,2 in 1,5800,125,Yes,Yes,Yes,Yes,No
726,KOTEI RESIDENCE,1 in 1,9500,11,Yes,No,No,Yes,Yes
726,KOTEI RESIDENCE,2 in 1,6900,11,Yes,No,No,Yes,Yes
726,KOTEI RESIDENCE,3 in 1,7200,11,Yes,No,No,Yes,Yes
727,MODERN APARTMENTS,1 in 1,8400,14,Yes,Yes,Yes,No,Yes
727,MODERN APARTMENTS,2 in 1,8200,14,Yes,Yes,Yes,No,Yes
728,EMERALD RETREAT,2 in 1,7600,15,No,No,Yes,No,No
728,EMERALD RETREAT,3 in 1,4800,15,No,No,Yes,No,No
729,OFORIKROM LODGE HOSTEL,3 in 1,8100,50,No,No,Yes,Yes,No
729,OFORIKROM LODGE HOSTEL,4 in 1,4800,50,No,No,Yes,Yes,No
729,OFORIKROM LODGE HOSTEL,1 in 1,6900,50,No,No,Yes,Yes,No
729,OFORIKROM LODGE HOSTEL,2 in 1,7000,50,No,No,Yes,Yes,No
730,HILLTOP COMPLEX,3 in 1,8800,12,Yes,No,No,No,No
730,HILLTOP COMPLEX,1 in 1,9200,12,Yes,No,No,No,No
730,HILLTOP COMPLEX,4 in 1,5000,12,Yes,No,No,No,No
730,HILLTOP COMPLEX,2 in 1,7100,12,Yes,No,No,No,No
731,NOBLE PLAZA,4 in 1,5000,13,Yes,Yes,Yes,No,Yes
731,NOBLE PLAZA,3 in 1,9500,13,Yes,Yes,Yes,No,Yes
732,BOMSO VIEW,3 in 1,7200,4,Yes,Yes,Yes,Yes,No
732,BOMSO VIEW,1 in 1,8800,4,Yes,Yes,Yes,Yes,No
732,BOMSO VIEW,2 in 1,9000,4,Yes,Yes,Yes,Yes,No
732,BOMSO VIEW,4 in 1,5900,4,Yes,Yes,Yes,Yes,No
733,HORIZON CORNER,2 in 1,7200,40,Yes,Yes,No,No,No
733,HORIZON CORNER,1 in 1,8200,40,Yes,Yes,No,No,No
733,HORIZON CORNER,3 in 1,6600,40,Yes,Yes,No,No,No
733,HORIZON CORNER,4 in 1,5400,40,Yes,Yes,No,No,No
734,COZY APARTMENTS,2 in 1,8500,80,No,Yes,Yes,Yes,No
734,COZY APARTMENTS,1 in 1,8500,80,No,Yes,Yes,Yes,No
734,COZY APARTMENTS,3 in 1,7700,80,No,Yes,Yes,Yes,No
734,COZY APARTMENTS,4 in 1,5400,80,No,Yes,Yes,Yes,No
735,PARADISE HALL,4 in 1,5600,45,No,Yes,No,No,Yes
735,PARADISE HALL,3 in 1,4000,45,No,Yes,No,No,Yes
735,PARADISE HALL,1 in 1,9300,45,No,Yes,No,No,Yes
735,PARADISE HALL,2 in 1,8000,45,No,Yes,No,No,Yes
736,PARADISE COURT,1 in 1,9400,50,No,No,Yes,Yes,Yes
736,PARADISE COURT,4 in 1,2600,50,No,No,Yes,Yes,Yes
737,WESTERN LODGE HOSTEL,3 in 1,9500,45,Yes,Yes,No,Yes,No
737,WESTERN LODGE HOSTEL,2 in 1,7400,45,Yes,Yes,No,Yes,No
737,WESTERN LODGE HOSTEL,1 in 1,9500,45,Yes,Yes,No,Yes,No
738,SUNSET SUITES,1 in 1,7400,9,Yes,No,Yes,No,Yes
738,SUNSET SUITES,2 in 1,8400,9,Yes,No,Yes,No,Yes
738,SUNSET SUITES,4 in 1,3900,9,Yes,No,Yes,No,Yes
739,MAPLE HALL,4 in 1,4600,40,Yes,Yes,Yes,Yes,No
739,MAPLE HALL,2 in 1,9800,40,Yes,Yes,Yes,Yes,No
740,PEACE POINT,2 in 1,7300,8,Yes,No,Yes,No,No
740,PEACE POINT,3 in 1,7000,8,Yes,No,Yes,No,No
740,PEACE POINT,4 in 1,6800,8,Yes,No,Yes,No,No
741,FAVOUR VILLA,2 in 1,8200,125,Yes,No,Yes,No,No
741,FAVOUR VILLA,1 in 1,8600,125,Yes,No,Yes,No,No
741,FAVOUR VILLA,4 in 1,6000,125,Yes,No,Yes,No,No
741,FAVOUR VILLA,3 in 1,9500,125,Yes,No,Yes,No,No
742,OAK VIEW,4 in 1,5400,8,No,Yes,Yes,No,No
742,OAK VIEW,2 in 1,7800,8,No,Yes,Yes,No,No
743,KENSINGTON HOSTEL,3 in 1,8200,4,Yes,Yes,Yes,Yes,Yes
743,KENSINGTON HOSTEL,2 in 1,9100,4,Yes,Yes,Yes,Yes,Yes
744,GLOBAL ESTATE,3 in 1,8400,13,Yes,Yes,Yes,No,Yes
744,GLOBAL ESTATE,2 in 1,8400,13,Yes,Yes,Yes,No,Yes
745,JOY INN,1 in 1,7300,12,Yes,Yes,No,Yes,Yes
745,JOY INN,2 in 1,9800,12,Yes,Yes,No,Yes,Yes
746,BOMSO GARDENS,2 in 1,6000,14,Yes,No,Yes,No,Yes
746,BOMSO GARDENS,4 in 1,6000,14,Yes,No,Yes,No,Yes
746,BOMSO GARDENS,1 in 1,7700,14,Yes,No,Yes,No,Yes
746,BOMSO GARDENS,3 in 1,6600,14,Yes,No,Yes,No,Yes
747,EASTERN CHAMBERS,1 in 1,8700,8,No,Yes,Yes,No,No
747,EASTERN CHAMBERS,3 in 1,7100,8,No,Yes,Yes,No,No
747,EASTERN CHAMBERS,2 in 1,8100,8,No,Yes,Yes,No,No
747,EASTERN CHAMBERS,4 in 1,7900,8,No,Yes,Yes,No,No
748,STAR TOWERS,4 in 1,6200,8,Yes,Yes,Yes,No,No
748,STAR TOWERS,3 in 1,6300,8,Yes,Yes,Yes,No,No
748,STAR TOWERS,1 in 1,9300,8,Yes,Yes,Yes,No,No
749,GLORY JUNCTION,3 in 1,8400,4,Yes,Yes,Yes,Yes,No
749,GLORY JUNCTION,1 in 1,7200,4,Yes,Yes,Yes,Yes,No
750,PEACE LODGE,1 in 1,9000,8,Yes,No,No,No,No
750,PEACE LODGE,2 in 1,8500,8,Yes,No,No,No,No
751,MAYFAIR GARDENS,2 in 1,7100,55,Yes,Yes,Yes,No,Yes
751,MAYFAIR GARDENS,3 in 1,8700,55,Yes,Yes,Yes,No,Yes
752,GLORY GATE,2 in 1,7300,14,Yes,Yes,No,No,No
752,GLORY GATE,4 in 1,5700,14,Yes,Yes,No,No,No
753,PEACE RETREAT,2 in 1,7300,55,Yes,Yes,Yes,No,Yes
753,PEACE RETREAT,3 in 1,6700,55,Yes,Yes,Yes,No,Yes
754,GARDEN ANNEX,3 in 1,5100,8,No,Yes,No,Yes,No
754,GARDEN ANNEX,1 in 1,7000,8,No,Yes,No,Yes,No
755,CRYSTAL HEIGHTS,2 in 1,9700,12,Yes,No,No,Yes,No
755,CRYSTAL HEIGHTS,1 in 1,7600,12,Yes,No,No,Yes,No
755,CRYSTAL HEIGHTS,4 in 1,4000,12,Yes,No,No,Yes,No
756,EAGLE GATE,2 in 1,5000,8,No,No,Yes,Yes,Yes
756,EAGLE GATE,3 in 1,5700,8,No,No,Yes,Yes,Yes
757,GREENFIELD PLACE,4 in 1,3500,12,Yes,No,Yes,Yes,No
757,GREENFIELD PLACE,1 in 1,9800,12,Yes,No,Yes,Yes,No
758,FAIRVIEW VILLAGE,3 in 1,8100,7,Yes,Yes,No,No,Yes
758,FAIRVIEW VILLAGE,1 in 1,7700,7,Yes,Yes,No,No,Yes
758,FAIRVIEW VILLAGE,2 in 1,9800,7,Yes,Yes,No,No,Yes
758,FAIRVIEW VILLAGE,4 in 1,7000,7,Yes,Yes,No,No,Yes
759,BOMSO POINT,2 in 1,7100,8,Yes,Yes,Yes,Yes,No
759,BOMSO POINT,4 in 1,2600,8,Yes,Yes,Yes,Yes,No
759,BOMSO POINT,3 in 1,9500,8,Yes,Yes,Yes,Yes,No
760,NORTHERN OASIS,1 in 1,7100,11,Yes,No,No,No,No
760,NORTHERN OASIS,3 in 1,4300,11,Yes,No,No,No,No
760,NORTHERN OASIS,2 in 1,8900,11,Yes,No,No,No,No
761,PALM MANOR,2 in 1,9800,14,No,Yes,Yes,No,Yes
761,PALM MANOR,3 in 1,8700,14,No,Yes,Yes,No,Yes
761,PALM MANOR,4 in 1,6300,14,No,Yes,Yes,No,Yes
761,PALM MANOR,1 in 1,9000,14,No,Yes,Yes,No,Yes
762,KENTINKRONO SUITES,4 in 1,6800,9,Yes,Yes,Yes,No,No
762,KENTINKRONO SUITES,3 in 1,7800,9,Yes,Yes,Yes,No,No
763,CRYSTAL HAVEN,2 in 1,7900,6,No,Yes,Yes,Yes,No
763,CRYSTAL HAVEN,4 in 1,5700,6,No,Yes,Yes,Yes,No
764,TRIUMPH GARDENS,3 in 1,6600,10,Yes,Yes,Yes,No,No
764,TRIUMPH GARDENS,1 in 1,7700,10,Yes,Yes,Yes,No,No
765,ATLANTIC GARDENS,3 in 1,6300,45,Yes,Yes,No,No,No
765,ATLANTIC GARDENS,4 in 1,3000,45,Yes,Yes,No,No,No
766,ATLANTIC HALL,2 in 1,7400,20,Yes,Yes,Yes,Yes,Yes
766,ATLANTIC HALL,4 in 1,4000,20,Yes,Yes,Yes,Yes,Yes
766,ATLANTIC HALL,3 in 1,5100,20,Yes,Yes,Yes,Yes,Yes
766,ATLANTIC HALL,1 in 1,8600,20,Yes,Yes,Yes,Yes,Yes
767,MERCY SUITES,4 in 1,7600,30,Yes,Yes,Yes,No,No
767,MERCY SUITES,1 in 1,9300,30,Yes,Yes,Yes,No,No
767,MERCY SUITES,3 in 1,4400,30,Yes,Yes,Yes,No,No
768,OXFORD HOSTEL,1 in 1,7500,4,No,No,Yes,Yes,Yes
